Timestamp,Usuário,Canal,Mensagem
Timestamp,Usuário,Canal,Mensagem
2025-04-02 18:07:05,mylittlep0lly,alanzoka,o pobi KKKK
2025-04-02 18:07:06,felipemaxplay_tm,alanzoka,"oloco @Juniorferreira, quer substituir você"
2025-04-02 18:07:06,manuzitaoliveira,alanzoka,que jogo é esse?
2025-04-02 18:07:07,harryarthur1,alanzoka,jogos!
2025-04-02 18:07:10,crazynho1,alanzoka,OMEGALUL
2025-04-02 18:07:10,springseasons,alanzoka,porra claro o cara foi fuzilado nas ultimas 3 review
2025-04-02 18:07:11,sp0reta,alanzoka,Tesão
2025-04-02 18:07:11,cattzoka,alanzoka,agora eu consigo digitarrrr
2025-04-02 18:07:11,nightbot,alanzoka,"Promo imbatível no KaBuM!, com até 65% OFF! http://kb1.me/promoimbativelalanzoka"
2025-04-02 18:07:12,springseasons,alanzoka,KPFDGPKOFDKOG
2025-04-02 18:07:12,ankabov,alanzoka,ele nao ta confiante tadinho
2025-04-02 18:07:13,believemystica,alanzoka,#teamJuninho eavCheer
2025-04-02 18:07:13,juniorferreira,alanzoka,Tomara que venha 0 estrelas
2025-04-02 18:07:13,diogolarson0,alanzoka,CheersToThat CheersToThat CheersToThat
2025-04-02 18:07:15,fallipe,alanzoka,@alanzoka eu
2025-04-02 18:07:16,jhonnyf0x,alanzoka,eu
2025-04-02 18:07:16,espirrodegrillo,alanzoka,EU
2025-04-02 18:07:17,marymoonluu,alanzoka,é lógico humilharam o cara
2025-04-02 18:07:18,believemystica,alanzoka,Ó
2025-04-02 18:07:18,sakachii_,alanzoka,tubboBwhat
2025-04-02 18:07:18,joudz,alanzoka,kkkkkkkkkkkkkkkk]
2025-04-02 18:07:19,emilioeisabella,alanzoka,eu
2025-04-02 18:07:19,miguelgomes1233,alanzoka,nympheliaPogcrazy
2025-04-02 18:07:19,believemystica,alanzoka,An
2025-04-02 18:07:20,crazynho1,alanzoka,brila
2025-04-02 18:07:20,vegalume,alanzoka,Só é criticado
2025-04-02 18:07:20,governodoriodejaneiro,alanzoka,eu
